"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMIN","TOBS"
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-15",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-16",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-17",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-18",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-21",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-22",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-23",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-24",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-25",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-26",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-27",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-02-28",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-01",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-02",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-03",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-04",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-05",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-06",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-07",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-08",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-09",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-10",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-11",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-12",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-13",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-14",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-15",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-16",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-17",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-18",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-19",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-20",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-21",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-22",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-23",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-24",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-25",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-26",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-27",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-28",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-29",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-30",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-03-31",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-01",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-02",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-03",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-04",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-05",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-06",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-07",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-10",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-11",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-12",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-13",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-14",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-15",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-16",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-17",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-18",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-19",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-20",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-21",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-22",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-23",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-24",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-25",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-26",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-27",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-04-28",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-03",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-04",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-05",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-06",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-07",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-08",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-09",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-10",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-11",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-12",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-13",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-14",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-15",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-16",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-17",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-18",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-19",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-20",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-21",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-22",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-05-23",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-14",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-15",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-16",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-17",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-20",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-21",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-22",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-23",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-24",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-25",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-26",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-27",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-28",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-29",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-11-30",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-01",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-02",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-03",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-04",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-05",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-06",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-07",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-08",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-09",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-10",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-11",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-12",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-13",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-14",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-15",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-16",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-17",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-18",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-19",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-20",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-21",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-22",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-23",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-26",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-27",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-28",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-29",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-30",,,
"US1NYTM0003","ITHACA 1.1 SE, NY US","42.431732","-76.4886","198.1","2022-12-31",,,
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-01","50","34","48"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-02","52","29","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-03","29","17","17"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-04","18","8","17"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-05","32","17","27"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-06","39","24","24"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-07","29","22","22"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-08","25","13","13"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-09","27","12","27"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-10","38","17","17"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-11","22","2","2"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-12","20","2","19"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-13","33","18","31"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-14","42","29","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-15","29","-4","-4"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-16","4","-5","-5"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-17","31","-5","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-18","30","21","22"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-19","29","5","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-20","42","16","16"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-21","16","2","3"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-22","13","-20","-20"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-23","23","-20","22"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-24","26","-7","-4"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-25","23","-5","23"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-26","26","-1","1"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-27","18","-9","5"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-28","26","4","25"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-29","25","-1","2"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-30","10","-7","-6"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-01-31","21","-7","-3"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-01","28","-3","14"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-02","34","14","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-03","39","28","32"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-04","32","15","15"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-05","17","10","11"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-06","15","-9","7"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-07","27","6","21"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-08","38","8","11"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-09","33","8","21"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-10","46","21","36"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-11","41","24","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-12","49","27","40"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-13","40","15","16"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-14","18","5","6"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-15","14","-8","-2"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-16","26","-3","25"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-17","46","25","44"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-18","53","22","22"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-19","26","12","25"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-20","30","6","9"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-21","36","9","31"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-22","55","31","45"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-23","56","44","45"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-24","45","14","14"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-25","27","14","26"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-26","37","17","17"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-27","26","16","20"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-02-28","33","11","11"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-01","29","11","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-02","44","28","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-03","41","20","20"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-04","23","2","7"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-05","32","7","16"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-06","45","6","44"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-07","70","33","36"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-08","58","26","26"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-09","35","23","30"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-10","33","16","19"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-11","45","16","25"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-12","50","22","23"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-13","23","13","16"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-14","32","16","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-15","49","27","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-16","49","28","34"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-17","64","33","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-18","64","35","35"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-19","73","35","53"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-20","67","43","43"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-21","44","26","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-22","53","25","25"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","42.44915","-76.44905","292.6","2022-03-23","43","25","31"
